id,name,rating,about,address,price_range,cuisines,features,preferences,sunday_hours,monday_hours,tuesday_hours,wednesday_hours,thursday_hours,friday_hours,saturday_hours,img1_url,img2_url,img3_url
20,Fat Cats Bar & Restaurant,4.6,"Whether you prefer to sit on the beach with your feet in the sand, or in our cool and breezy elevated bistro, Fat Cats bar and restaurant has it all. Catering for over 100 diners, we serve a wide variety of breakfast, lunch and dinner options including our famous Mexican classics, we now offer a wider variety of options for everyone from the hungry diver to the health conscious vegan. Fat Cats is open daily from 7am until 11pm. Our room guests are invited to enjoy the breakfast buffet from 7am until 10am (outside diners are also welcome). Our a la cart breakfast options are available between 7am and 11.30am and include our famous breakfast burrito, smashed avocado and poached eggs, smoked salmon over rye bread, creamy coconut porridge, smoothie bowls and much more. Lunch includes a range of salads, poke bowls, pasta, burgers, sandwiches or Indonesian and Asian favorites. Whether you’re looking for a light snack or something more filling, we have catered for everyone, with a choi","Upstairs at Trawangan Dive, Jalan Pantai, Pemenang, West Nusa Tenggara 83352 Indonesia",$$ - $$$,"['Italian', 'Mexican']","['Vegetarian friendly, Vegan options, Gluten free options', 'Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks', 'Buffet, Table Service, Takeout']","['burger', 'beef rendang', 'spring rolls', 'gili t', 'our waiter', 'ate here', 'during our stay', 'nice food', 'beach', 'indonesia', 'smoothies', 'sea', 'ramadan', 'vibes', 'augustus', 'platter']",7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/27/69/a5/fat-cats-bar-restaurant.jpg?w=600&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/4c/0a/de/caption.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/3b/da/d3/20180304-173816-largejpg.jpg?w=800&h=500&s=1
21,Pinksunset Kiss Gili T,4.9,"Welcome to PinkSunset Kiss at Gili Trawangan! Located on the island’s most iconic sunset spot, PinkSunset Kiss offers breathtaking views of the Lombok Strait and the majestic Bali volcano all at once. Join us every day for live DJ sessions, mesmerizing fire dance shows, soulful saxophone performances — and soon, thrilling live drum sets — as the sun dips below the horizon. Pizza lovers, get ready to indulge: our talented Italian chef, Riccardo from Rome, crafts some of the most delicious, authentic pizzas you’ll ever taste. Come relax, dance, and connect with friends — old and new — in the vibrant and welcoming atmosphere of PinkSunset Kiss. Every visit promises unforgettable moments set against the spectacular natural beauty of Gili Trawangan. See you soon at PinkSunset Kiss – where every sunset is a celebration!","Jl. Tanjung No. 31, Pemenang, West Nusa Tenggara 83352 Indonesia",$$ - $$$,['International'],"['Vegan optionsAccepts credit cards: Mastercard, VisaDrinks, Lunch, Dinner, Breakfast', 'Accepts credit cards: Mastercard, Visa', 'Drinks, Lunch, Dinner, Breakfast']","['indonesian curry', 'fire dance', 'gili t', 'beautiful sunset', 'pink coco', 'saxophone player', 'beach club', 'watch the sunset', 'will definitely be coming back here', 'good vibes', 'nice food', 'island', 'ambience', 'deng', 'bowl']",7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/0a/f6/c2/resto.jpg?w=900&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/f9/46/25/caption.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/0d/51/10/food.jpg?w=900&h=500&s=1
22,Aura Bowls,4.9,"A family restaurant serving local, healthy, fresh meals and healthy mixed fruit bowls. Many delicious smoothies Made to order as well all served with a smile.","Pemenang, West Nusa Tenggara 83352 Indonesia",$,['Asian'],"['Vegetarian friendly, Vegan options, Gluten free options', 'Breakfast, Lunch, Dinner, Brunch, Drinks', 'Table Service, Takeout']","['curry', 'mango', 'nasi goreng', 'eggplant', 'local food', 'peanut sauce', 'island', 'bali', 'takeaway']",8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/b1/cb/ba/20181209-144447-largejpg.jpg?w=900&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/db/05/67/photo0jpg.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/3f/bb/44/aura-bowls.jpg?w=900&h=500&s=1
23,Seasalt Lombok,4.7,Serving only the freshest locally sourced seafood from the nearby fishing villages and markets. Casual & relaxed atmosphere and daily specials,"Jalan Raya Pantai Kuta, Kuta, Lombok 83573 Indonesia",$$ - $$$,"['Seafood', 'International', 'Fast Food Restaurants in Kuta', 'Campania Restaurants in Kuta', 'Healthy Restaurants in Kuta']","['Vegetarian friendly, Vegan options, Gluten free optionsLunch, Dinner, DrinksTable Service, Takeout', 'Vegetarian friendly, Vegan options, Gluten free options', 'Lunch, Dinner, Drinks', 'Table Service, Takeout']","['seafood', 'tuna', 'prawns', 'homemade chips', 'amazing food', 'great sides', 'delicious meal', 'great taste', 'fair trade', 'love this place', 'month old baby', 'super tasty', 'lombok', 'beach', 'tempe', 'platter', 'bistro', 'bintang']",12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/12/66/72/fresh-seafood-and-exciting.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/97/86/cb/photo0jpg.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/18/17/45/caption.jpg?w=900&h=500&s=1
24,Frontera Tex Mex Senggigi,4.9,"Jln. Raya Senggigi -  Lombok (depan Kantor Pos Senggigi), Senggigi, Lombok 83355 Indonesia","Jln. Raya Senggigi - Lombok (depan Kantor Pos Senggigi), Senggigi, Lombok 83355 Indonesia",$,"['Mexican', 'Asian', 'Latin Restaurants in Senggigi']","['Vegetarian friendly, Vegan options', 'Accepts credit cards: Mastercard, Visa', 'Breakfast, Lunch, Dinner, Brunch, Drinks']","['nachos', 'burrito', 'amazing food', 'birria tacos', 'beachfront location', 'friendly service', 'ate here', 'mexican meal', 'indra', 'vegetarian', 'twist', 'indonesia']",10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/cf/a9/3d/caption.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/a5/ec/61/caption.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/bc/4d/3f/caption.jpg?w=900&h=500&s=1
25,Ruby's Cafe,4.6,"Ruby's Cafe is owned and operated by Indonesian Chef Ruby. Her mission is to provide fresh homecooked with passion from experience from working overseas inspires her delicious curries using imported ingredients unique to her cafe and her time in top Italian restaurants in Bali comes through in her perfect pasta dishes. Every plate is cooked from scratch, spring rolls,croquettes, curries, only the Rendang is cooked before as it takes 2 hours, no portions pulled from the freezer and buzzed in Micro. Ruby's is a simple open air cafe dedicated to providing tasty FRESH food with love. Sorry even though many reviews advise booking we do not take reservations works better on a rolling basis, last orders 10.00 dinner.","Pemenang, West Nusa Tenggara 83352 Indonesia",$,"['International', 'Asian']","['Vegetarian friendly, Vegan options, Gluten free optionsCash Only, Accepts Credit CardsDrinks', 'Vegetarian friendly, Vegan options, Gluten free options', 'Cash Only, Accepts Credit Cards']","['beef rendang', 'watermelon salad', 'amazing food', 'worth the wait', 'island', 'indonesia']",1:00 AM - 10:00 AM1:00 PM - 11:00 PM,1:00 PM - 11:00 PM,1:00 PM - 11:00 PM,1:00 PM - 11:00 PM,1:00 PM - 11:00 PM,1:00 PM - 11:00 PM,1:00 PM - 11:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/a1/f4/44/ruby-s-cafe.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/15/da/54/img-20190901-202658-largejpg.jpg?w=700&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/24/d2/89/img-20171031-143950-largejpg.jpg?w=800&h=500&s=1
26,Chill Out Bar & Bungalows,4.4,"Chill Out Bar is set on the main beach area of Gili Air looking directly at Mount Rinjani Lombok and the warm tropical blue waters between them. This is an ideal setting for Breakfast, Lunch or Dinner or just to kick back relax and watch the world go by sipping on our freshly made Juices or a few Cocktails. We have a very extensive menu which includes a variety of appetizers, freshly made soups and salads. Indonesian and Chinese cuisine and Western favourites such as Pizza & Pasta, Burgers & Sandwiches all made from our In-House Bakery.Our daily Fresh Seafood BBQ is one of the best on Gili Air.","Main Strip, Pemenang, West Nusa Tenggara Indonesia",$$ - $$$,"['Seafood', 'International']","['Vegetarian friendly, Vegan options, Gluten free options', 'Accepts credit cards: Mastercard, Visa', 'Breakfast, Lunch, Dinner, Brunch']","['seafood', 'salad', 'fresh fish', 'steak', 'prawns', 'during our stay', 'bbq', 'beach', 'island', 'sunil']",7:30 AM - 11:00 PM,7:30 AM - 11:00 PM,7:30 AM - 11:00 PM,7:30 AM - 11:00 PM,7:30 AM - 11:00 PM,7:30 AM - 11:00 PM,7:30 AM - 11:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/f8/c4/2b/chill-out-restaurant.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/fe/fd/77/photo2jpg.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/ba/1d/e0/chill-out-bar-bungalows.jpg?w=900&h=500&s=1
27,Warung Flora,4.5,Amazing freshly Local and Western Food All shakes are made with high quality drink water,"Jln Raya Kuta Lombok, Kuta, Lombok 83573 Indonesia",$,"['Asian', 'Indonesian', 'Healthy Restaurants in Kuta', 'Fast Food Restaurants in Kuta', 'Campania Restaurants in Kuta']","['Vegetarian friendly, Vegan options, Gluten free optionsLunch, DinnerTable Service, Takeout', 'Vegetarian friendly, Vegan options, Gluten free options', 'Lunch, Dinner', 'Table Service, Takeout']","['seafood', 'nasi goreng', 'chicken', 'juice', 'warung', 'pepes', 'indonesia']",4:15 AM - 10:00 PM,4:15 AM - 10:00 PM,4:15 AM - 10:00 PM,4:15 AM - 10:00 PM,4:15 AM - 10:00 PM,4:15 AM - 10:00 PM,4:15 AM - 10:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/8b/df/59/pepes-seafood.jpg?w=900&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/65/51/3e/grill-fish-of-warung.jpg?w=800&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/8d/d5/d3/warung-muy-nuevo-en-kuta.jpg?w=900&h=500&s=1
28,Oh Warung Gili,4.7,"Jl Cumi Cumi Lombok, Pemenang, West Nusa Tenggara 83352 Indonesia","Jl Cumi Cumi Lombok, Pemenang, West Nusa Tenggara 83352 Indonesia",$,"['Asian', 'Indonesian']","['Vegetarian friendly, Vegan options, Gluten free optionsLunch, Dinner, DrinksBuffet, Takeout', 'Vegetarian friendly, Vegan options, Gluten free options', 'Lunch, Dinner, Drinks', 'Buffet, Takeout']","['fresh food', 'vegetarian options']",10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/95/88/39/buffet-menu.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/95/93/98/beef-burger.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/95/91/48/chicken-sandwich.jpg?w=900&h=500&s=1
29,MAHAMAYA Gili Meno Restaurant,4.4,"Our stylish restaurant and bar offer stunning views of the beach. Should you tire of gazing across idyllic tropical seas, you can always watch our executive chef Hamzar create mouth-wateringly irresistible dishes in his open kitchen from your table. We cook fresh, simple and – wherever possible – organic food. Our highly acclaimed restaurant delivers delicious food of an International standard – with a twist – carefully created by our executive chef. Enjoy a luxurious lunch or a sublimely romantic evening dinner in one of our popular and magically-lit waterfront beach tables. Cool off from the tropical heat with a refreshing drink at our seafront bar. Or enjoy the perfect end to a perfect day with a classic cocktail and spectacular sunset views.","Pemenang, West Nusa Tenggara 80100 Indonesia",$$ - $$$,"['Seafood', 'International']","['Vegetarian friendly, Vegan options, Gluten free options', 'Accepts credit cards: Mastercard, Visa', 'Breakfast, Lunch, Dinner, Brunch']","['steak', 'fresh fish', 'during our stay', 'lunch and dinner', 'sunset view', 'gili', 'beach', 'island', 'resort']",7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/c1/70/6f/mahamaya-boutique-resort.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/ec/72/f9/caption.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/af/87/cd/photo0jpg.jpg?w=900&h=500&s=1
30,Francesco's Pizza,4.8,"Our restaurant is located in a small street opposite the harbour. Here you'll find the true Italian essence with traditional homemade pizzas, piadinas, lasagnas and pasta. We love our job and we use only genuine high quality products.","Jl. Bintang Laut, Pemenang, West Nusa Tenggara 83352 Indonesia",$$ - $$$,"['Italian', 'Pizza']","['Vegetarian friendly, Vegan optionsLunch, DinnerDelivery, Table Service, Takeout', 'Vegetarian friendly, Vegan options', 'Lunch, Dinner', 'Delivery, Table Service, Takeout']","['pizza', 'salad', 'tiramisu', 'calamari', 'bread', 'gili t', 'delicious food', 'the main road', 'sat upstairs', 'quick service', 'during our stay', 'island', 'crust', 'indonesia', 'toppings', 'vegan']",11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/9a/f0/22/caption.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/ca/8b/10/caption.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/6c/db/34/tropical-cheesecake.jpg?w=900&h=500&s=1
31,Le Too Much Restaurant & Café Dessert,4.7,"Since 2017 Le Too Much offers an exquisite dining experience that marries the charm of French, Mediterranean & International Cuisine with a warm welcoming atmosphere. Famous for the Steak & Steak Tartare, also the Best Shawarma & Kefta Shish Kebabs in Town, this delightful eatery is renowned for its impressive menu include Vegetarian, featuring a variety of flavorful and exceptional quality dishes for brunch, lunch and dinner enthusiasts. Also reputed for the Amazing Sweety Moment with Our Best French Pastries Signature in Town. The Restaurant captivates with its cozy decor, with inviting sofas, charming decorations that enhance the dining experience. For those seeking a culinary adventure in Lombok is an unmissable destination. is The Place To Be","Jl. Pariwisata Pantai Kuta,pujut,kabupaten Lombok Tengah,Nusa Tenggara, Kuta, Lombok 83573 Indonesia",$,"['International', 'Mediterranean', 'Healthy Restaurants in Kuta', 'Fast Food Restaurants in Kuta', 'Campania Restaurants in Kuta']","['Accepts credit cards: Mastercard, VisaLunch, Dinner, BrunchFamily style, Table Service, Takeout', 'Accepts credit cards: Mastercard, Visa', 'Lunch, Dinner, Brunch', 'Family style, Table Service, Takeout']","['bread', 'steak', 'french fries', 'delicious food', 'french owner', 'friendly atmosphere', 'nice place', 'lombok']",12:00 AM - 10:00 PM,12:00 AM - 10:00 PM,12:00 AM - 10:00 PM,12:00 AM - 10:00 PM,12:00 AM - 10:00 PM,12:00 AM - 10:00 PM,12:00 AM - 10:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/bf/9b/c8/le-too-much-restaurant.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/0d/31/89/shish-kebab-chicken-shawarma.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/d5/3a/85/photo0jpg.jpg?w=900&h=500&s=1
32,Sendja@Kardiá,4.9,"Sendja (meaning twilight) @Kardia is an exquisitely crafted open-air restaurant and bar with 60 seating capacity by the beachside, offering you a beautiful sunset and Mount Agung view at Gili Trawangan. Serves a la carte breakfast, lunch and dinner daily in a relaxed, convivial atmosphere. Enjoy & entertain yourself with a sip of cocktails during the daily sunset happy hour.","Gili Indah, Pemenang, North Lombok Regency Kardia Resort By Pramana, Pemenang, West Nusa Tenggara Indonesia",$$ - $$$,['Barbecue'],"['Vegan optionsAccepts Credit CardsBreakfast, Lunch, Dinner, Brunch, Drinks', 'Breakfast, Lunch, Dinner, Brunch, Drinks']","['gili t', 'fire show', 'lunch and dinner', 'delicious food', 'great stay', 'our honeymoon', 'every night', 'stayed here for nights', 'beautiful sunset', 'pool bar', 'place to stay', 'terima kasih', 'amazing restaurant', 'sea view', 'perfect spot', 'island', 'moyo', 'resort', 'waiters', 'chill']",7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/00/8b/81/experience-an-enchanting.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/ec/23/69/caption.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/1d/af/16/caption.jpg?w=900&h=500&s=1
33,Mowie's Bar,4.5,"The chilled out vibe at Mowie's bungalows has drifted closer to the beach with a modern sunset bar offering ice cold beer and a spectacular sunset view. Healthy menu including the signature Egg's Benedict on a bed of bubble and squeak and 'Happy Salmon'; a bamboo charcoal infused ciabatta with lettuce, smoke salmon, blue cheese and sun dried tomato. The quality Organic ingredients are imported fresh from Bali and Lombok . It's not just the food that will make you return, the staff do too. You're more than customer at Mowie's and it's the people that makes this place so special, which is why Mowie's is often referred to a ""home away from home"".","Jl. Pantai, Pemenang, West Nusa Tenggara 83352 Indonesia",$$ - $$$,['Healthy'],"['Vegetarian friendly, Vegan options, Gluten free optionsCash OnlyBreakfast, Lunch, Dinner, Brunch', 'Vegetarian friendly, Vegan options, Gluten free options', 'Breakfast, Lunch, Dinner, Brunch']","['tuna burger', 'curry', 'watch the sunset', 'island', 'beach', 'chill', 'vibe', 'gili', 'bali', 'sea']",8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/6c/ad/9f/beach.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/5b/5a/74/can-t-beat-a-healthy.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/5f/09/c4/caption.jpg?w=800&h=500&s=1
34,Italy Pizzeria & Cucina. Gili Air,4.9,Indulge in the authentic taste of Italy with our mouthwatering dishes made following our traditions.,"Pelabuhan Gili Air, Jalan Raya Pemenang, Gili Air, Gili Indah, Pemenang, Pemenang, West Nusa Tenggara 83352 Indonesia",$$ - $$$,"['Italian', 'Pizza']","['Vegetarian friendly, Vegan optionsAccepts credit cards: Mastercard, VisaLunch, Dinner', 'Vegetarian friendly, Vegan options', 'Accepts credit cards: Mastercard, Visa', 'Lunch, Dinner']","['pasta', 'focaccia', 'tiramisu', 'hawaiian pizza', 'sandwich', 'juice', 'best pizza', 'italian food', 'amazing food', 'beautiful restaurant', 'lovely atmosphere', 'during our stay', 'authentic recipes', 'dinner spot', 'passion fruit mojito', 'fast service', 'fresh ingredients', 'island', 'indonesia', 'vibe']",7:30 AM - 10:30 PM,7:30 AM - 10:45 PM,7:30 AM - 10:30 PM,7:30 AM - 10:30 PM,7:30 AM - 10:30 PM,7:30 AM - 10:30 PM,7:30 AM - 10:30 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/0b/96/29/italy.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/44/c5/70/caption.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/e5/6c/30/caption.jpg?w=900&h=500&s=1
